"file name,","file size,","number of words,","% positive,","% negative,","% uncertainty,","% litigious,","% modal-weak,","% modal moderate,","% modal strong,","% constraining,","# of alphabetic,","# of digits,","# of numbers,","avg # of syllables per word,","average word length,",vocabulary
C:/Users/51950005/Desktop/Projects/Prasanna Tone convergence project/10K\Apple2017.html,2683826,305261,0.09467308303386282,0.300071086709406,1.3372163492879863,0.10843180098342074,0.10744903541559517,0.05863834554692542,0.053724517707797584,0.0943454945112543,1910681,118384,15495,1.5803361713419009,5.207723882186063,2783
C:/Users/51950005/Desktop/Projects/Prasanna Tone convergence project/10K\Apple2018.html,2405889,273954,0.10184191506603299,0.32925235623498833,1.2954729626141614,0.12447345174737365,0.12228330303627616,0.05694386648853457,0.05402366820707125,0.09855669199938676,1713201,106853,14183,1.5806303247990539,5.204172963344211,2718
